region,stage,phase,match_id,match_date,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,Result
NA,S3,Round Robin,NA_S3_RR_W2_D1_M1,2025-09-13T21:39:37,Geekay Esports,101729,1450.85,2.7,1045,7535.0,5.5,2028.42,2.0,9734.44,187,268,497.0,5030.13,1244.88,5925.99,123218.3,4.25,3.7,148.06,0,9.34,22946,4.95,40.48,0.36,324.13,0.38,16383.76,582.73,7.0,101.28,84,33731,3.0,35,1237.44,90.0,185.2,28299.399999999998,264,1.21,110.42,40942.69,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W2_D1_M1,2025-09-13T21:39:37,Sakura,77411,3643.02,0.0,894,7535.0,0.95,12652.09,0.0,3918.7,163,442,576.0,11375.04,2199.67,15703.18,92488.0,5.09,0.0,15.45,0,4.0,22395,5.95,117.18,0.35,96.47,0.4,9363.539999999999,645.85,4.0,54.24,46,53205,0.0,95,5970.64,35.0,23.44,27116.04,83,0.72,40.46,64538.15,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W2_D1_M2,2025-09-13T22:38:30,Extinction,82651,6170.2,0.0,934,8895.0,0.7,13460.75,0.0,2721.95,151,415,529.0,20398.87,4930.8099999999995,25545.14,84795.93,4.71,0.0,10.67,0,4.68,21994,5.35,126.04,0.53,78.52,0.55,5241.34,504.0,6.0,32.870000000000005,36,45022,0.0,122,11005.51,39.0,14.530000000000001,21732.68,94,0.89,32.58,44622.39,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W2_D1_M2,2025-09-13T22:38:30,Team Liquid,106447,885.31,0.0,1031,8895.0,5.5,2251.4,0.0,11674.92,160,311,467.0,4213.97,722.97,5150.14,109984.7,4.71,1.5,160.49,0,10.13,21567,5.74,32.58,0.35000000000000003,327.11,0.42,16784.06,443.11,8.0,103.1,93,38574,2.0,39,1344.02,122.0,210.15,20977.38,314,0.88,126.03,39203.74,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W2_D2_M1,2025-09-14T20:44:08,SpaceStation,85421,932.53,0.0,952,7515.0,2.27,3167.81,0.0,8628.46,138,410,508.0,3654.13,657.86,5045.2,104179.82,3.82,0.0,119.44,0,7.02,15918,5.16,34.93,0.22000000000000003,315.6,0.39,16878.93,551.6,6.0,138.35,100,46842,0.0,37,1714.6599999999999,89.0,166.68,19537.97,251,0.95,112.21,53116.93,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W2_D2_M1,2025-09-14T20:44:08,Team Z,72444,6935.75,0.0,890,7515.0,0.11,14556.08,0.0,3146.29,224,385,511.0,15068.17,4417.9,17123.01,79497.53,3.96,0.7,12.22,0,0.7,21236,4.38,112.21000000000001,0.06,83.76,0.08,7258.25,526.26,1.0,25.16,28,36262,1.0,89,13708.31,37.0,15.629999999999999,29447.61,91,0.25,34.9,44559.57,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W2_D2_M2,2025-09-14T22:02:25,DhillDucks,104602,2513.35,0.0,917,9590.0,0.59,6036.47,0.0,3326.55,180,402,675.0,7385.42,1776.23,9715.49,99419.7,4.74,0.0,21.94,0,4.82,28895,5.93,120.63000000000001,0.41000000000000003,166.46,0.6599999999999999,6899.46,607.35,5.0,75.0,80,60432,0.0,127,3066.7,66.0,31.2,26850.77,173,1.32,63.06,56681.100000000006,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W2_D2_M2,2025-09-14T22:02:25,NTMR,128973,807.7,0.76,1044,9590.0,2.13,2428.79,1.0,9589.25,148,307,876.0,4361.06,621.03,5794.67,121357.12,4.23,0.96,112.18,0,7.09,24233,5.32,63.83,0.26,330.5,0.37,10812.45,803.92,8.0,110.97999999999999,117,42882,1.0,67,1379.1100000000001,126.0,148.15,21862.25,346,1.28,119.86999999999999,40159.8,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D1_M1,2025-09-20T20:28:57,DhillDucks,117227,2485.09,0.0,889,10520.0,0.9,3988.92,0.0,7018.72,238,373,1058.0,5226.41,1705.16,6818.08,100982.45999999999,3.82,2.4000000000000004,36.53,0,5.22,47275,5.19,96.83,0.31,223.61,0.33,8363.36,887.76,6.0,102.58,119,60553,3.0,115,2111.08,91.0,53.23,40867.49,261,0.76,77.67,51847.75,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W3_D1_M1,2025-09-20T20:28:57,Sakura,124738,1836.0900000000001,0.0,912,10520.0,1.1700000000000002,6134.92,0.0,5705.3,179,407,1026.0,4958.48,1397.71,6718.889999999999,106350.58,4.21,4.76,49.4,0,7.03,31954,5.72,77.66,0.35,249.56,0.4,12888.01,866.48,8.0,107.45,128,68513,6.0,91,2394.38,115.0,72.62,27601.989999999998,298,0.87,96.83,59335.81,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D1_M2,2025-09-20T22:10:39,Geekay Esports,132364,2615.3,1.8900000000000001,849,10481.0,0.91,4450.05,2.0,8845.91,281,369,650.0,5713.89,2147.2400000000002,7327.91,114810.92,3.71,0.0,58.95,0,4.58,51686,4.79,65.9,0.19,247.79,0.23,12937.800000000001,538.7,5.0,93.61,111,59103,0.0,77,2575.31,93.0,82.74,45111.29,284,0.76,79.97,51162.16,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D1_M2,2025-09-20T22:10:39,NTMR,119252,3924.04,1.03,828,10363.0,1.53,7560.55,1.0,9177.53,268,405,986.0,7796.3099999999995,3229.8399999999997,10551.83,104918.12,4.05,0.0,31.509999999999998,0,6.79,49567,5.46,87.87,0.47000000000000003,160.9,0.6,13310.79,836.48,8.0,84.29,96,70527,0.0,99,3417.98,72.0,48.49,42870.56,187,2.2600000000000002,62.17,61559.21,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W3_D1_M3,2025-09-21T00:27:16,SpaceStation,209764,4634.2699999999995,0.79,1447,20485.0,0.74,11046.86,1.0,11685.97,379,674,2283.0,9174.79,3227.2200000000003,13312.82,154187.74,6.08,1.94,62.05,0,4.32,87119,8.35,142.67,0.27,305.23,0.44,15303.460000000001,1556.98,6.0,167.16,230,118259,3.0,199,4450.73,151.0,93.23,61213.49,414,2.7600000000000002,111.78,85565.37,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D1_M3,2025-09-21T00:27:16,Team Liquid,221730,4411.87,1.49,1527,20485.0,3.58,7637.54,2.0,15105.039999999999,394,578,2186.0,8831.79,3610.9300000000003,11958.02,160360.23,7.6,0.7,85.47,0,14.53,91962,9.41,112.59,0.8200000000000001,349.06,0.91,16561.07,1567.24,21.0,136.39,191,94836,1.0,152,3515.96,193.0,118.6,65927.73,478,1.8800000000000001,138.54999999999998,69351.65,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D2_M1,2025-09-21T20:43:10,DhillDucks,120118,1975.8400000000001,0.0,941,10655.0,0.35,6186.9400000000005,0.0,3551.29,174,386,1123.0,6623.61,1429.44,9524.19,102603.25,4.08,0.77,27.24,0,2.07,27628,5.47,103.14999999999999,0.13,169.34,0.2,7735.27,876.22,3.0,79.17,95,63389,1.0,116,2791.91,72.0,38.66,23468.86,202,0.5900000000000001,59.58,52976.92,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W3_D2_M1,2025-09-21T20:43:10,Team Z,123576,1986.8,0.77,917,10655.0,1.1400000000000001,2908.58,1.0,12897.44,235,348,1158.0,4493.65,1694.14,5752.07,105614.77,4.09,2.76,104.7,0,4.09,44611,5.14,59.56,0.17,290.21,0.22,18333.62,926.63,5.0,115.44,128,55209,4.0,72,1478.86,113.0,156.82,36379.57,324,0.6000000000000001,100.44999999999999,46735.060000000005,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D2_M2,2025-09-21T22:08:55,Extinction,158797,3338.51,0.0,1280,14245.0,1.37,6469.17,0.0,9199.48,263,458,1341.0,10047.18,2628.77,12803.59,131331.32,5.97,0.66,47.85,0,8.01,57879,7.48,132.96,0.38,249.37,0.63,8854.76,1060.44,10.0,90.68,115,67592,1.0,145,3927.5699999999997,121.0,63.94,47603.729999999996,318,1.59,95.39,55143.39,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W3_D2_M2,2025-09-21T22:08:55,Sakura,151157,1866.5,0.0,1228,14245.0,5.4,7494.37,0.0,8762.35,206,565,1467.0,6571.32,1270.6399999999999,8759.119999999999,130462.41,6.3500000000000005,0.66,92.2,0,16.21,37615,8.25,96.05,0.8200000000000001,312.94,1.07,16168.95,1205.3,16.0,129.60999999999999,150,88149,1.0,122,3571.4,144.0,122.7,31683.87,348,2.61,131.6,74723.48,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W4_D1_M1,2025-09-27T21:55:19,NTMR,94378,1592.14,0.0,963,7675.0,0.25,2496.39,0.0,9733.42,185,353,631.0,3368.84,1050.48,4682.55,110662.08,3.62,9.75,119.3,0,0.96,30103,4.85,52.06,0.04,361.68,0.04,14861.4,743.21,1.0,186.91,155,41979,8.0,45,1184.69,102.0,174.39,34693.61,303,0.11,121.9,49450.82,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W4_D1_M1,2025-09-27T21:55:19,Sakura Esports,72131,3689.27,0.0,869,7675.0,0.0,16522.79,0.0,3744.8,222,408,853.0,6789.47,2262.35,11395.369999999999,84269.75,4.23,1.92,16.240000000000002,0,0.0,26359,6.68,125.75,0.0,128.29,0.0,7152.48,926.52,0.0,74.91,67,47198,2.0,105,3897.27,45.0,26.31,31371.8,112,0.0,52.07,54667.57,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W4_D1_M2,2025-09-27T22:58:38,Extinction,102562,12713.55,0.68,801,8720.0,0.39,22221.27,1.0,7825.93,287,414,635.0,17398.72,8966.43,23455.28,104965.44,4.7,0.0,10.85,0,3.48,53748,5.73,121.07000000000001,0.91,76.97,1.08,9499.25,646.49,3.0,39.81,46,72231,0.0,111,8858.72,31.0,16.77,53170.840000000004,85,2.25,30.36,70063.84,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W4_D1_M2,2025-09-27T22:58:38,Geekay Esports,127900,1154.19,0.68,1030,8720.0,3.08,2975.62,1.0,12934.0,145,325,593.0,4868.61,786.57,6180.01,128289.27,4.25,4.18,169.41,0,5.58,25488,5.2,31.03,0.23,327.83,0.24000000000000002,28882.58,566.91,5.0,116.36,105,49217,3.0,32,1636.3,108.0,236.0,23406.66,300,0.6100000000000001,119.05,50068.31,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W4_D2_M1,2025-09-28T19:59:46,DhillDucks,93237,4195.22,0.0,977,8228.0,1.52,12469.36,0.0,2408.9700000000003,188,336,489.0,10827.85,3580.3399999999997,15804.74,101597.01,5.95,0.0,10.99,0,15.61,22242,7.54,163.09,1.71,111.84,2.14,3257.73,520.1,15.0,45.84,43,33426,0.0,147,4191.0,53.0,15.27,24620.920000000002,105,4.47,56.53,37919.14,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S3,Round Robin,NA_S3_RR_W4_D2_M1,2025-09-28T19:59:46,SpaceStation,106517,868.87,2.25,975,8495.0,8.61,2930.62,2.0,5777.69,135,389,515.0,3723.3599999999997,603.7,4951.12,113483.05,5.02,1.28,122.14,0,26.580000000000002,17635,6.54,58.96,0.8200000000000001,352.84,1.24,19527.3,526.16,25.0,131.89,125,48572,1.0,57,1670.48,148.0,162.29,19677.84,332,2.73,157.16,51786.15,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W4_D2_M2,2025-09-28T21:02:08,Team Liquid,89456,814.45,2.99,1020,6855.0,3.0,2484.4300000000003,2.0,11932.0,139,342,521.0,3746.79,595.2800000000001,5122.32,116251.45,3.93,0.0,207.5,0,5.51,17959,5.28,18.93,0.24000000000000002,335.65,0.24000000000000002,26124.83,675.99,4.0,155.7,120,32864,0.0,15,1141.56,91.0,300.5,22049.37,257,0.5,119.19,41520.58,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S3,Round Robin,NA_S3_RR_W4_D2_M2,2025-09-28T21:02:08,Team Z,60773,8151.84,0.0,890,6855.0,0.14,15635.92,0.0,4105.83,209,398,683.0,21099.15,5157.13,29573.16,78713.22,3.7800000000000002,0.0,6.36,0,1.08,24124,4.93,123.7,0.11,48.31,0.17,4666.21,820.6899999999999,1.0,29.7,24,31934,0.0,94,8741.05,14.0,9.75,29407.63,39,1.0,17.42,39830.26,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
