region,stage,phase,match_id,match_date,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,Result
NA,S1,Round Robin,NA_S1_RR_W3_D1_M2,2025-02-15T00:31:06,Amplify,105422,17238.6,0.0,1196,8915.0,0.5,16735.6,0.0,9370.61,294,509,773.0,26018.83,11050.4,34036.27,140706.22,6.23,3.5999999999999996,38.05,0,1.2,36825,7.2,130.56,0.05,137.49,0.06,26261.62,1048.06,1.0,79.42,62,57010,3.0,95,7854.47,38.0,69.81,50358.74,107,0.11,48.99,74530.43,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D1_M2,2025-02-15T00:31:06,Timeless,114193,3510.24,0.0,1180,8915.0,4.0,7319.18,0.0,31518.42,304,517,638.0,6679.32,2293.55,9219.41,152121.6,4.62,3.7800000000000002,201.3,0,9.57,44450,6.05,48.98,0.33,387.56,0.44,38635.25,884.64,7.0,223.03,160,67237,3.0,38,3313.31,94.0,322.57,59898.43,282,0.95,129.35,90415.8,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D2_M1,2025-02-15T20:41:11,NTMR,98331,1413.06,0.0,941,7460.0,5.4,2203.38,0.0,17123.85,208,350,430.0,3387.51,1098.0600000000002,4384.81,120896.13,4.27,7.87,166.89,0,13.14,30357,5.28,51.05,0.37,408.04,0.44,16601.67,476.07,10.0,187.43,147,38011,5.0,45,1069.21,120.0,242.36,35715.81,324,1.19,150.02,45216.49,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D2_M1,2025-02-15T20:41:11,Shikigami,71343,4942.98,0.0,884,7460.0,0.75,9128.8,0.0,3289.5499999999997,240,376,501.0,9060.38,4165.58,12132.529999999999,85309.06,4.59,0.0,13.65,0,6.91,26433,6.0,150.02,0.6000000000000001,123.37,0.74,4845.96,526.47,6.0,52.42,47,38062,0.0,120,4850.2699999999995,44.0,19.439999999999998,32428.949999999997,110,1.6,50.09,46500.32,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W3_D2_M2,2025-02-15T21:41:25,Amplify,61461,5139.55,0.0,869,5880.0,0.2,18802.84,0.0,3387.91,173,456,453.0,15160.36,3159.79,21627.34,93646.48,3.98,0.0,10.94,0,1.48,16505,4.96,119.67,0.12,81.87,0.12,9085.45,687.64,1.0,50.04,33,45684,0.0,78,7594.93,18.0,17.64,25125.98,54,0.33,27.24,69756.63,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W3_D2_M2,2025-02-15T21:41:25,Team Liquid,87434,1215.4,1.48,990,5880.0,7.0,2695.64,1.0,16467.5,184,325,529.0,4252.9400000000005,844.34,5801.43,133694.01,3.45,9.23,199.25,0,12.09,18405,4.82,27.25,0.4,353.51,0.51,34575.0,802.56,8.0,177.98,116,34575,6.0,18,1311.5,75.0,308.0,27955.329999999998,230,1.29,115.21,52364.41,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D2_M3,2025-02-15T22:39:28,Rad,137373,13432.76,0.0,800,12020.0,0.21,14716.33,0.0,10716.789999999999,323,373,1489.0,16017.49,12826.95,17332.78,96531.76,4.02,0.61,26.36,0,1.17,78231,4.92,104.6,0.05,145.26,0.08,8300.810000000001,935.62,2.0,73.72,124,73401,1.0,127,13051.1,88.0,39.6,58288.93,244,0.2,53.36,56228.479999999996,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W3_D2_M3,2025-02-15T22:39:28,Timeless,148620,1576.07,0.0,953,12020.0,1.37,3224.08,0.0,13590.48,192,354,1366.0,4162.83,1221.38,5665.47,113221.07,3.67,7.67,126.53,0,5.8500000000000005,50047,4.77,53.36,0.25,320.51,0.36,15007.31,925.04,10.0,140.46,174,73253,11.0,88,1617.77,125.0,178.59,33746.729999999996,378,1.17,102.24,51728.26,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D3_M1,2025-02-16T21:31:00,Avidity,83490,1675.77,0.0,921,7475.0,7.73,3148.49,0.0,20132.18,234,347,673.0,3401.91,1124.93,4831.88,101572.52,4.21,5.88,155.32999999999998,0,15.309999999999999,28511,5.48,45.58,0.56,333.52,0.65,13496.88,780.98,13.0,141.38,116,38071,4.0,39,1424.88,104.0,205.1,36102.5,269,1.21,127.89,46790.19,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D3_M1,2025-02-16T21:31:00,Shikigami,81900,4395.58,0.0,913,7475.0,0.53,17013.99,0.0,4763.93,232,355,837.0,8602.369999999999,2825.23,15391.41,98677.45,3.9,1.96,14.15,0,4.15,32698,6.46,127.91,0.28,114.24,0.34,5136.51,973.89,4.0,67.5,58,36320,2.0,104,4390.61,39.0,22.45,36968.47,98,0.67,45.550000000000004,44119.049999999996,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W3_D3_M2,2025-02-16T23:07:50,Rad,149591,3584.33,1.58,1143,14256.0,1.29,9107.27,2.0,8715.33,324,533,1146.0,7743.02,2711.36,10158.17,126360.82,5.88,4.43,51.95,0,7.7,61985,7.26,119.36,0.41000000000000003,276.0,0.45,14691.48,914.03,9.0,131.57,159,96175,6.0,142,3541.56,119.0,77.94,50458.380000000005,326,1.09,101.76,77429.44,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W3_D3_M2,2025-02-16T23:07:50,SpaceStation,178314,2942.95,1.46,1245,14670.0,1.42,4297.25,2.0,14806.619999999999,313,442,1431.0,6659.94,2181.9,8611.21,143486.48,5.59,7.13,77.7,0,4.33,61161,6.81,109.36,0.22,336.36,0.26,13874.05,1172.67,5.0,149.27,188,74255,9.0,131,1996.98,145.0,113.47,49181.659999999996,422,0.5,117.1,59643.9,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D1_M1,2025-02-21T23:25:16,Avidity,162231,6488.27,0.75,1118,14930.0,0.62,8772.98,1.0,13047.85,392,491,1421.0,12308.75,5249.150000000001,15471.34,128030.03,5.4,0.0,37.96,0,4.36,83137,6.609999999999999,160.47,0.25,225.44,0.29000000000000004,9930.61,1130.01,6.0,106.56,142,85504,0.0,194,3744.62,111.0,55.769999999999996,64011.270000000004,301,0.6900000000000001,83.5,66756.72,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D1_M1,2025-02-21T23:25:16,Timeless,184362,2136.45,2.09,1247,14930.0,3.75,4738.9400000000005,3.0,11108.38,271,482,1322.0,5627.66,1448.35,7722.32,146758.5,5.58,2.68,164.3,0,10.92,51423,7.28,84.99,0.38,436.74,0.52,22587.29,991.71,14.0,183.2,219,82735,3.0,113,2155.4,190.0,232.44,39950.39,516,1.31,157.67,67396.25,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D1_M2,2025-02-22T00:40:02,NTMR,146638,4409.62,0.95,1188,12515.0,3.17,4970.67,1.0,13369.2,349,462,1068.0,9934.99,3858.21,11705.69,141072.73,6.05,3.7399999999999998,94.34,0,11.77,56607,7.5,98.56,0.66,358.88,0.8,16790.43,838.8000000000001,11.0,168.75,178,59718,4.0,102,2541.53,148.0,154.52,58835.6,395,2.37,135.78,56001.01,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D1_M2,2025-02-22T00:40:02,Rad,122301,5239.47,1.31,1100,12515.0,2.55,9572.4,1.0,17054.079999999998,375,523,1169.0,8144.63,3732.63,10457.26,117002.3,5.3,0.0,80.01,0,6.4,59136,6.87,141.35,0.30000000000000004,256.75,0.34,16482.63,961.6,6.0,132.3,134,72123,0.0,152,3947.64,99.0,122.21,58216.51,261,0.81,95.37,71533.24,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M1,2025-02-22T22:05:31,Avidity,135041,4098.5199999999995,3.81,936,12190.0,1.36,6755.639999999999,3.0,6812.5199999999995,218,344,1129.0,9378.48,3159.44,11999.75,99654.49,4.68,0.0,22.09,0,8.27,58223,5.53,98.47,0.64,138.61,0.86,9133.039999999999,716.4,12.0,53.980000000000004,84,64849,0.0,136,3221.44,85.0,31.67,39740.35,214,2.3,54.41,47588.04,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M1,2025-02-22T22:05:31,Team Liquid,148388,1854.69,1.72,971,12190.0,2.86,4779.09,2.0,7131.1,175,354,1487.0,5610.07,1317.08,7205.96,112359.21,4.38,0.0,75.28,0,7.7700000000000005,39361,5.49,58.230000000000004,0.31,248.9,0.37,11225.05,978.32,10.0,96.79,143,61427,0.0,88,2023.38,132.0,98.43,29232.53,348,1.0,94.2,45799.05,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M2,2025-02-22T23:36:28,Amplify,89104,6318.61,0.0,870,8995.0,0.47000000000000003,12916.5,0.0,3797.68,223,409,828.0,10106.77,5523.15,14507.94,87451.01,3.89,2.64,15.69,0,2.25,31247,4.8100000000000005,123.28999999999999,0.26,106.96,0.27,7476.44,772.7900000000001,2.0,59.76,65,53528,3.0,121,4699.34,41.0,24.45,31857.19,113,1.17,38.59,51879.8,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M2,2025-02-22T23:36:28,Rad,112578,2332.91,0.88,888,8995.0,4.09,3444.5299999999997,1.0,22733.47,253,358,823.0,3859.24,1611.01,5246.23,112332.36,4.35,9.61,149.97,0,7.640000000000001,46134,5.49,39.49,0.22999999999999998,334.0,0.27,22142.5,780.34,7.0,171.37,170,54839,7.0,42,1448.72,119.0,223.79,44771.86,329,0.66,121.0,53699.41,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,Shikigami,77023,4264.13,0.0,863,7715.0,1.02,11262.06,0.0,4710.9400000000005,218,421,634.0,9488.710000000001,3645.1800000000003,12138.63,90365.02,5.15,0.0,17.13,0,7.13,27236,6.83,109.76,0.74,116.81,0.8200000000000001,10421.28,697.5,6.0,51.099999999999994,45,53271,0.0,91,4938.9400000000005,45.0,26.14,32676.4,100,1.74,52.11,62200.45,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,SpaceStation,99354,2495.71,0.0,955,7715.0,3.58,3359.52,0.0,13146.51,239,306,575.0,4653.37,1591.39,6520.89,117566.8,4.11,6.18,114.72,0,9.01,35696,5.31,52.1,0.3,310.59,0.36,12875.08,661.0,7.0,137.69,115,36914,5.0,45,1491.91,91.0,160.77,41844.83,254,1.05,109.78,43824.8,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M1,2025-02-23T20:53:49,NTMR,92240,2152.96,0.0,567,7490.0,0.68,2449.46,0.0,7857.320000000001,193,239,847.0,3475.73,1686.01,4421.33,73713.61,3.14,0.0,35.93,0,3.25,48224,3.64,46.37,0.16,163.86,0.17,8660.0,676.5,4.0,79.9,100,41849,0.0,58,1095.34,80.0,55.120000000000005,38775.61,205,0.29,64.03,33561.6,DamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M1,2025-02-23T20:53:49,Team Liquid,76696,1954.41,0.0,587,7490.0,0.49,5067.66,0.0,4007.62,145,267,543.0,3997.75,1319.67,5579.59,61407.34,2.98,0.78,18.0,0,3.16,28810,3.7,64.82,0.16,109.54,0.28,5146.38,441.82,4.0,55.33,69,41162,1.0,81,1877.05,58.0,26.88,23283.989999999998,137,0.9,46.36,33012.58,DamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,SpaceStation,155161,3556.37,1.2,1248,12270.0,0.5800000000000001,5414.2,1.0,24828.29,315,437,794.0,6567.59,2301.56,8991.1,151963.99,5.09,4.21,142.13,0,2.16,60318,6.5600000000000005,66.12,0.09,331.8,0.15000000000000002,29104.19,761.96,2.0,157.04,159,61203,4.0,69,2367.67,118.0,213.16,59511.16,339,0.64,114.85,60580.94,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,Timeless,123554,12982.03,0.0,1147,12270.0,0.73,30027.629999999997,0.0,9573.94,342,509,892.0,13142.05,6199.25,19843.46,121620.48,6.04,0.0,31.53,0,3.84,62690,7.25,118.97,0.38,165.83,0.38,13540.17,852.53,4.0,79.76,83,76525,0.0,122,7716.98,69.0,46.52,62594.130000000005,172,0.95,66.11,74459.15,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,Geekay Esports,295670,9232.84,1.26,2072,24325.0,2.76,20893.77,2.0,22488.38,567,862,2387.0,14789.18,5053.12,21500.18,251075.88,9.96,6.84,92.77,0,15.14,123674,12.37,224.96,0.72,513.99,0.8200000000000001,20371.79,1922.06,16.0,248.13,298,140211,8.0,253,6313.13,226.0,134.9,101090.77,612,1.85,190.79,119750.03,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,Team Liquid,282932,5148.18,0.86,2114,24325.0,3.41,10707.66,1.0,20225.15,460,926,3153.0,11207.32,3750.45,15216.75,244056.79,9.54,7.220000000000001,151.78,0,14.12,99121,13.04,193.20000000000002,0.79,610.94,0.97,27256.51,2657.75,17.0,310.85,348,152653,9.0,229,5078.69,252.0,217.95,81961.25,687,2.2,224.12,129941.59,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,Geekay Esports,136904,1589.52,0.8,923,10665.0,3.0700000000000003,3111.2599999999998,1.0,11423.08,201,376,944.0,4085.23,1184.9,5345.74,114785.81,4.16,3.0,81.36,0,10.16,40260,5.41,63.22,0.37,314.07,0.42000000000000004,12599.8,714.8,11.0,136.97,165,62952,4.0,75,1559.22,136.0,117.74,34928.64,372,1.05,116.0,51761.04,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,NTMR,111625,2929.5,0.0,877,10665.0,0.6299999999999999,8456.51,0.0,5954.68,210,413,815.0,6573.4400000000005,2272.0299999999997,8679.28,93912.46,4.41,0.0,21.080000000000002,0,5.05,47241,5.51,118.17999999999999,0.39,161.04,0.39,7397.74,622.07,6.0,64.08,78,67513,0.0,139,3389.69,75.0,29.85,38855.11,190,0.8,63.22,55507.94,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,Sakura,76742,5512.01,0.0,932,7115.0,0.14,9314.01,0.0,4261.22,176,392,718.0,11351.92,3168.3,16338.51,99069.51,3.78,0.0,17.37,0,0.98,29772,5.45,120.09,0.14,116.17999999999999,0.14,7919.26,906.51,1.0,54.980000000000004,45,39622,0.0,91,4472.6,31.0,25.95,35989.19,95,0.5,38.18,52654.03,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,SpaceStation,85761,1537.9099999999999,0.0,937,7115.0,3.33,4121.4,0.0,11845.67,182,382,727.0,4002.51,1131.27,5335.07,112983.99,4.25,2.9299999999999997,154.32,0,4.13,25111,5.39,38.2,0.18,327.93,0.22000000000000003,32183.67,879.24,4.0,155.14,107,43137,2.0,31,1649.59,91.0,236.25,31844.420000000002,242,0.54,120.09,57912.91,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_LBQF_M2,2025-06-22T22:16:01,Extinction,210853,5126.22,0.0,1542,18240.0,1.71,9118.5,0.0,8655.13,336,620,2223.0,9868.58,3552.35,13334.11,172133.94,7.37,2.08,51.6,0,10.969999999999999,76772,9.2,181.23,0.7100000000000001,346.06,0.8500000000000001,12581.34,1884.13,13.0,181.16,221,108207,3.0,225,3717.57,158.0,78.38,61079.479999999996,420,2.17,130.25,87898.28,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_LBQF_M2,2025-06-22T22:16:01,NTMR,226145,4328.6900000000005,0.0,1508,18240.0,3.17,6133.3,0.0,17311.33,375,615,2404.0,7544.18,3357.86,9790.39,183741.08000000002,7.28,5.16,104.43,0,14.66,92348,9.26,130.25,0.59,476.0,0.7100000000000001,20246.3,1971.24,18.0,218.82999999999998,276,111244,7.0,158,2858.17,225.0,154.26,75716.59,589,1.95,181.22,89824.29,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_LBSF_M1,2025-06-28T21:13:10,NTMR,116422,2387.32,0.0,917,9660.0,1.15,3256.59,0.0,11499.01,228,354,944.0,4354.0,1784.67,5720.89,107860.08,4.16,1.78,65.8,0,4.859999999999999,50085,5.19,76.82,0.22,279.34999999999997,0.25,15823.76,908.48,5.0,125.47,134,56795,2.0,83,1545.67,106.0,100.51,46509.78999999999,299,0.56,99.55,53220.97,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_LBSF_M1,2025-06-28T21:13:10,SpaceStation,104542,3001.33,0.0,894,9660.0,0.5,5703.16,0.0,5833.98,212,393,935.0,5291.02,2074.75,7367.43,97303.38,4.14,1.94,31.82,0,3.47,42604,5.11,101.17,0.22,205.28,0.23,9069.95,910.5,4.0,101.91,109,59118,2.0,108,2348.9,83.0,47.769999999999996,39835.94,222,0.5,76.84,54595.2,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Playoffs,NA_S2_PO_UBF_M1,2025-06-28T22:53:48,Geekay Esports,151770,3862.77,0.99,1210,13700.0,0.4,9103.21,1.0,9452.69,242,547,1467.0,10176.81,2488.41,13693.41,133051.49,5.48,0.0,36.14,0,2.53,52104,6.98,143.87,0.25,208.58,0.26,12919.18,1252.57,3.0,100.45,115,89079,0.0,155,4748.5,89.0,52.99,41835.99,242,0.73,75.45,79558.64,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_UBF_M1,2025-06-28T22:53:48,Team Liquid,173194,2129.56,0.0,1260,13700.0,3.58,4810.57,0.0,10853.42,232,509,1751.0,6083.75,1499.77,8085.38,154729.19,5.08,10.48,147.39000000000001,0,12.02,41663,6.91,76.43,0.55,438.47,0.73,24192.35,1552.63,15.0,196.81,205,89178,10.0,90,2457.52,155.0,211.41,37875.35,458,2.13,143.85,78464.19,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_UBSF_M1,2025-06-21T20:18:04,Geekay Esports,167266,4212.72,2.26,1155,14330.0,1.65,8281.8,2.0,10324.130000000001,356,488,985.0,7727.04,2833.29,10409.96,141737.26,5.83,0.65,53.230000000000004,0,7.89,61889,7.48,115.29,0.36,275.5,0.54,13732.67,797.3,9.0,123.73,147,83467,1.0,138,3218.31,128.0,78.28,53192.89,322,1.98,108.95,69009.51000000001,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_UBSF_M1,2025-06-21T20:18:04,SpaceStation,158169,3694.42,0.65,1201,14330.0,0.92,5743.78,1.0,15920.789999999999,314,485,1255.0,6733.26,2790.59,8753.49,131736.2,5.6,5.38,63.04,0,5.22,74567,7.16,111.85,0.28,315.2,0.34,13710.619999999999,1061.91,6.0,145.97,178,84633,7.0,131,2622.1,136.0,92.93,60494.19,377,1.1099999999999999,113.86,69962.95,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_UBSF_M2,2025-06-21T22:02:53,NTMR,166139,8568.119999999999,0.0,1180,14965.0,2.05,9011.76,0.0,10193.18,349,471,1314.0,18846.14,6393.08,21220.15,131429.8,5.49,0.0,39.92,0,11.28,74097,6.78,137.83,0.75,212.62,0.79,12750.95,950.2900000000001,16.0,102.32000000000001,151,106230,0.0,159,4540.64,115.0,58.55,59485.59,303,1.6,80.54,77713.95,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Playoffs,NA_S2_PO_UBSF_M2,2025-06-21T22:02:53,Team Liquid,189381,4252.27,0.0,1155,14965.0,1.31,5828.1,0.0,21263.46,361,485,1832.0,6630.65,2742.68,8809.72,147249.3,5.65,6.42,125.56,0,6.51,89889,7.25,83.79,0.37,365.58,0.43,24773.56,1307.23,10.0,185.66,210,93432,7.0,119,2549.88,157.0,191.99,71994.59,420,0.96,136.08,76448.5,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W1_D1_M1,2025-05-10T22:04:57,SpaceStation,111429,4830.5199999999995,0.0,883,9565.0,0.62,6144.08,0.0,7528.8099999999995,262,353,735.0,7048.67,3501.0,9106.59,104737.59999999999,4.24,0.0,27.36,0,4.61,53989,4.88,103.29,0.29000000000000004,170.89,0.33,7541.280000000001,689.6,5.0,80.27,86,51499,0.0,109,2402.48,67.0,39.73,51026.46,182,0.6100000000000001,62.76,48300.92,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W1_D1_M1,2025-05-10T22:04:57,Team Liquid,109595,1429.8700000000001,0.0,884,9565.0,3.3200000000000003,4607.1900000000005,0.0,7725.66,177,439,1017.0,4033.56,952.5899999999999,5445.16,103115.94,4.01,0.98,77.3,0,9.629999999999999,31722,5.1,62.76,0.4,283.54,0.52,18996.2,943.46,10.0,147.11,155,66340,1.0,67,1937.48,107.0,119.08,30704.95,298,1.44,101.22,62405.83,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W1_D1_M2,2025-05-10T23:22:48,NTMR,154560,2322.72,0.94,879,12090.0,1.32,4959.29,1.0,9210.1,219,402,1526.0,4092.86,1422.81,5533.31,114043.6,3.94,3.9799999999999995,66.47,0,6.34,58131,4.89,71.9,0.27,299.87,0.3,16124.32,1085.08,9.0,155.64000000000001,207,88117,5.0,98,1902.23,141.0,105.46000000000001,42344.1,397,0.89,105.24,65013.99,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
NA,S2,Round Robin,NA_S2_RR_W1_D1_M2,2025-05-10T23:22:48,Sakura,143631,3342.6,0.0,805,12090.0,0.63,6301.62,0.0,7030.5,275,420,1856.0,6604.34,2391.61,8599.07,106405.92,4.35,0.0,26.43,0,4.39,65780,5.61,107.59,0.21000000000000002,183.03,0.33999999999999997,9421.05,1306.3700000000001,6.0,101.1,139,84144,0.0,144,2745.34,97.0,41.98,47917.08,250,0.95,71.26,61943.130000000005,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W1_D1_M3,2025-05-11T00:37:09,DhillDucks,110180,2401.25,0.0,959,10165.0,0.45,4065.6699999999996,0.0,5439.599999999999,210,330,694.0,6153.42,1929.46,7734.81,96733.79,4.78,0.82,24.07,0,4.43,38077,6.04,135.9,0.22999999999999998,192.98000000000002,0.32,4801.5,555.83,5.0,71.04,88,47046,1.0,147,2040.31,88.0,32.64,32199.78,228,0.8200000000000001,75.77,40551.13,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,0
NA,S2,Round Robin,NA_S2_RR_W1_D1_M3,2025-05-11T00:37:09,Extinction,114528,975.68,0.82,994,10165.0,3.44,2053.95,1.0,5177.17,184,322,763.0,3422.12,737.99,4396.87,101624.9,4.42,2.9299999999999997,80.9,0,14.7,28920,5.61,75.77,0.5,359.83,0.5800000000000001,6990.38,618.83,16.0,144.04999999999998,152,46268,3.0,88,1070.32,146.0,109.26,24279.88,386,1.53,135.09,38652.74,DamageDamageTankSupportSupportDamageDamageTankSupportSupportDamageDamageTankSupportSupport,1
